FN,T (oC),,,,,,,,,,,,,,,,
tek0000ch1.csv,19.4,,,,,,,,,,,,,,,,
tek0001ch1.csv,19.4,,,,,,,,,,,tek0000,ch1.csv,tek0000ch1.csv,,=,!B18
tek0002ch1.csv,20,,,,,,,,,,,tek0001,ch1.csv,tek0001ch1.csv,,,=tek0001ch1.csv!B18
tek0003ch1.csv,25,,,,,,,,,,,tek0002,ch1.csv,tek0002ch1.csv,,,=tek0002ch1.csv!B18
tek0004ch1.csv,30,,,,,,,,,,,tek0003,ch1.csv,tek0003ch1.csv,,,=tek0003ch1.csv!B18
tek0005ch1.csv,35,,,,,,,,,,,tek0004,ch1.csv,tek0004ch1.csv,,,=tek0004ch1.csv!B18
tek0006ch1.csv,40,,,,,,,,,,,tek0005,ch1.csv,tek0005ch1.csv,,,=tek0005ch1.csv!B18
tek0007ch1.csv,45,,,,,,,,,,,tek0006,ch1.csv,tek0006ch1.csv,,,=tek0006ch1.csv!B18
tek0008ch1.csv,50,,,,,,,,,,,tek0007,ch1.csv,tek0007ch1.csv,,,=tek0007ch1.csv!B18
tek0009ch1.csv,55,,,,,,,,,,,tek0008,ch1.csv,tek0008ch1.csv,,,=tek0008ch1.csv!B18
tek0010ch1.csv,60,,,,,,,,,,,tek0009,ch1.csv,tek0009ch1.csv,,,=tek0009ch1.csv!B18
tek0011ch1.csv,65,,,,,,,,,,,tek0010,ch1.csv,tek0010ch1.csv,,,=tek0010ch1.csv!B18
tek0012ch1.csv,70,,,,,,,,,,,tek0011,ch1.csv,tek0011ch1.csv,,,=tek0011ch1.csv!B18
tek0013ch1.csv,75,,,,,,,,,,,tek0012,ch1.csv,tek0012ch1.csv,,,=tek0012ch1.csv!B18
tek0014ch1.csv,80,,,,,,,,,,,tek0013,ch1.csv,tek0013ch1.csv,,,=tek0013ch1.csv!B18
tek0015ch1.csv,85,,,,,,,,,,,tek0014,ch1.csv,tek0014ch1.csv,,,=tek0014ch1.csv!B18
tek0016ch1.csv,90,,,,,,,,,,,tek0015,ch1.csv,tek0015ch1.csv,,,=tek0015ch1.csv!B18
tek0017ch1.csv,95,,,,,,,,,,,tek0016,ch1.csv,tek0016ch1.csv,,,=tek0016ch1.csv!B18
tek0018ch1.csv,100,,,,,,,,,,,tek0017,ch1.csv,tek0017ch1.csv,,,=tek0017ch1.csv!B18
tek0019ch1.csv,105,,,,,,,,,,,tek0018,ch1.csv,tek0018ch1.csv,,,=tek0018ch1.csv!B18
tek0020ch1.csv,110,,,,,,,,,,,tek0019,ch1.csv,tek0019ch1.csv,,,=tek0019ch1.csv!B18
tek0021ch1.csv,115,,,,,,,,,,,tek0020,ch1.csv,tek0020ch1.csv,,,=tek0020ch1.csv!B18
tek0022ch1.csv,120,,,,,,,,,,,tek0021,ch1.csv,tek0021ch1.csv,,,=tek0021ch1.csv!B18
tek0023ch1.csv,125,,,,,,,,,,,tek0022,ch1.csv,tek0022ch1.csv,,,=tek0022ch1.csv!B18
tek0024ch1.csv,130,,,,,,,,,,,tek0023,ch1.csv,tek0023ch1.csv,,,=tek0023ch1.csv!B18
tek0025ch1.csv,135,,,,,,,,,,,tek0024,ch1.csv,tek0024ch1.csv,,,=tek0024ch1.csv!B18
tek0026ch1.csv,140,,,,,,,,,,,tek0025,ch1.csv,tek0025ch1.csv,,,=tek0025ch1.csv!B18
tek0027ch1.csv,145,,,,,,,,,,,tek0026,ch1.csv,tek0026ch1.csv,,,=tek0026ch1.csv!B18
tek0028ch1.csv,150,,,,,,,,,,,tek0027,ch1.csv,tek0027ch1.csv,,,=tek0027ch1.csv!B18
tek0029ch1.csv,155,,,,,,,,,,,tek0028,ch1.csv,tek0028ch1.csv,,,=tek0028ch1.csv!B18
tek0030ch1.csv,160,,,,,,,,,,,tek0029,ch1.csv,tek0029ch1.csv,,,=tek0029ch1.csv!B18
tek0031ch1.csv,165,,,,,,,,,,,tek0030,ch1.csv,tek0030ch1.csv,,,=tek0030ch1.csv!B18
tek0032ch1.csv,170,,,,,,,,,,,tek0031,ch1.csv,tek0031ch1.csv,,,=tek0031ch1.csv!B18
tek0033ch1.csv,175,,,,,,,,,,,tek0032,ch1.csv,tek0032ch1.csv,,,=tek0032ch1.csv!B18
tek0034ch1.csv,180,,,,,,,,,,,tek0033,ch1.csv,tek0033ch1.csv,,,=tek0033ch1.csv!B18
tek0035ch1.csv,185,,,,,,,,,,,tek0034,ch1.csv,tek0034ch1.csv,,,=tek0034ch1.csv!B18
tek0036ch1.csv,190,,,,,,,,,,,tek0035,ch1.csv,tek0035ch1.csv,,,=tek0035ch1.csv!B18
tek0037ch1.csv,195,,,,,,,,,,,tek0036,ch1.csv,tek0036ch1.csv,,,=tek0036ch1.csv!B18
tek0038ch1.csv,200,,,,,,,,,,,tek0037,ch1.csv,tek0037ch1.csv,,,=tek0037ch1.csv!B18
tek0039ch1.csv,205,,,,,,,,,,,tek0038,ch1.csv,tek0038ch1.csv,,,=tek0038ch1.csv!B18
tek0040ch1.csv,210,,,,,,,,,,,tek0039,ch1.csv,tek0039ch1.csv,,,=tek0039ch1.csv!B18
tek0041ch1.csv,215,,,,,,,,,,,tek0040,ch1.csv,tek0040ch1.csv,,,=tek0040ch1.csv!B18
tek0042ch1.csv,220,,,,,,,,,,,tek0041,ch1.csv,tek0041ch1.csv,,,=tek0041ch1.csv!B18
tek0043ch1.csv,225,,,,,,,,,,,tek0042,ch1.csv,tek0042ch1.csv,,,=tek0042ch1.csv!B18
tek0044ch1.csv,230,,,,,,,,,,,tek0043,ch1.csv,tek0043ch1.csv,,,=tek0043ch1.csv!B18
tek0045ch1.csv,235,,,,,,,,,,,tek0044,ch1.csv,tek0044ch1.csv,,,=tek0044ch1.csv!B18
tek0046ch1.csv,240,,,,,,,,,,,tek0045,ch1.csv,tek0045ch1.csv,,,=tek0045ch1.csv!B18
tek0047ch1.csv,245,,,,,,,,,,,tek0046,ch1.csv,tek0046ch1.csv,,,=tek0046ch1.csv!B18
tek0048ch1.csv,250,,,,,,,,,,,tek0047,ch1.csv,tek0047ch1.csv,,,=tek0047ch1.csv!B18
tek0049ch1.csv,255,,,,,,,,,,,tek0048,ch1.csv,tek0048ch1.csv,,,=tek0048ch1.csv!B18
tek0050ch1.csv,260,,,,,,,,,,,tek0049,ch1.csv,tek0049ch1.csv,,,=tek0049ch1.csv!B18
tek0051ch1.csv,265,,,,,,,,,,,tek0050,ch1.csv,tek0050ch1.csv,,,=tek0050ch1.csv!B18
tek0052ch1.csv,270,,,,,,,,,,,tek0051,ch1.csv,tek0051ch1.csv,,,=tek0051ch1.csv!B18
tek0053ch1.csv,275,,,,,,,,,,,tek0052,ch1.csv,tek0052ch1.csv,,,=tek0052ch1.csv!B18
tek0054ch1.csv,280,,,,,,,,,,,tek0053,ch1.csv,tek0053ch1.csv,,,=tek0053ch1.csv!B18
tek0055ch1.csv,285,,,,,,,,,,,tek0054,ch1.csv,tek0054ch1.csv,,,=tek0054ch1.csv!B18
tek0056ch1.csv,290,,,,,,,,,,,tek0055,ch1.csv,tek0055ch1.csv,,,=tek0055ch1.csv!B18
tek0057ch1.csv,295,,,,,,,,,,,tek0056,ch1.csv,tek0056ch1.csv,,,=tek0056ch1.csv!B18
tek0058ch1.csv,300,,,,,,,,,,,tek0057,ch1.csv,tek0057ch1.csv,,,=tek0057ch1.csv!B18
tek0059ch1.csv,305,,,,,,,,,,,tek0058,ch1.csv,tek0058ch1.csv,,,=tek0058ch1.csv!B18
tek0060ch1.csv,310,,,,,,,,,,,tek0059,ch1.csv,tek0059ch1.csv,,,=tek0059ch1.csv!B18
tek0061ch1.csv,315,,,,,,,,,,,tek0060,ch1.csv,tek0060ch1.csv,,,=tek0060ch1.csv!B18
tek0062ch1.csv,320,,,,,,,,,,,tek0061,ch1.csv,tek0061ch1.csv,,,=tek0061ch1.csv!B18
tek0063ch1.csv,325,,,,,,,,,,,tek0062,ch1.csv,tek0062ch1.csv,,,=tek0062ch1.csv!B18
tek0064ch1.csv,330,,,,,,,,,,,tek0063,ch1.csv,tek0063ch1.csv,,,=tek0063ch1.csv!B18
tek0065ch1.csv,335,,,,,,,,,,,tek0064,ch1.csv,tek0064ch1.csv,,,=tek0064ch1.csv!B18
tek0066ch1.csv,340,,,,,,,,,,,tek0065,ch1.csv,tek0065ch1.csv,,,=tek0065ch1.csv!B18
tek0067ch1.csv,345,,,,,,,,,,,tek0066,ch1.csv,tek0066ch1.csv,,,=tek0066ch1.csv!B18
tek0068ch1.csv,350,,,,,,,,,,,tek0067,ch1.csv,tek0067ch1.csv,,,=tek0067ch1.csv!B18
tek0069ch1.csv,355,,,,,,,,,,,tek0068,ch1.csv,tek0068ch1.csv,,,=tek0068ch1.csv!B18
tek0070ch1.csv,360,,,,,,,,,,,tek0069,ch1.csv,tek0069ch1.csv,,,=tek0069ch1.csv!B18
tek0071ch1.csv,365,,,,,,,,,,,tek0070,ch1.csv,tek0070ch1.csv,,,=tek0070ch1.csv!B18
tek0072ch1.csv,370,,,,,,,,,,,tek0071,ch1.csv,tek0071ch1.csv,,,=tek0071ch1.csv!B18
tek0073ch1.csv,375,,,,,,,,,,,tek0072,ch1.csv,tek0072ch1.csv,,,=tek0072ch1.csv!B18
tek0074ch1.csv,380,,,,,,,,,,,tek0073,ch1.csv,tek0073ch1.csv,,,=tek0073ch1.csv!B18
tek0075ch1.csv,385,,,,,,,,,,,tek0074,ch1.csv,tek0074ch1.csv,,,=tek0074ch1.csv!B18
tek0076ch1.csv,390,,,,,,,,,,,tek0075,ch1.csv,tek0075ch1.csv,,,=tek0075ch1.csv!B18
tek0077ch1.csv,395,,,,,,,,,,,tek0076,ch1.csv,tek0076ch1.csv,,,=tek0076ch1.csv!B18
tek0078ch1.csv,400,,,,,,,,,,,tek0077,ch1.csv,tek0077ch1.csv,,,=tek0077ch1.csv!B18
tek0079ch1.csv,405,,,,,,,,,,,tek0078,ch1.csv,tek0078ch1.csv,,,=tek0078ch1.csv!B18
tek0080ch1.csv,410,,,,,,,,,,,tek0079,ch1.csv,tek0079ch1.csv,,,=tek0079ch1.csv!B18
tek0081ch1.csv,415,,,,,,,,,,,tek0080,ch1.csv,tek0080ch1.csv,,,=tek0080ch1.csv!B18
tek0082ch1.csv,,,,,,,,,,,,tek0081,ch1.csv,tek0081ch1.csv,,,=tek0081ch1.csv!B18
tek0083ch1.csv,,,,,,,,,,,,tek0082,ch1.csv,tek0082ch1.csv,,,=tek0082ch1.csv!B18
tek0084ch1.csv,,,,,,,,,,,,tek0083,ch1.csv,tek0083ch1.csv,,,=tek0083ch1.csv!B18
tek0085ch1.csv,,,,,,,,,,,,tek0084,ch1.csv,tek0084ch1.csv,,,=tek0084ch1.csv!B18
tek0086ch1.csv,,,,,,,,,,,,tek0085,ch1.csv,tek0085ch1.csv,,,=tek0085ch1.csv!B18
,,,,,,,,,,,,tek0086,ch1.csv,tek0086ch1.csv,,,=tek0086ch1.csv!B18
